model,lnL,AIC,AICc,timing,tree.no,delta,w,group
TRC,67.82958103,-127.6591621,-127.3442014,TRC 447,83,0.3017121,0.285228672,marsupials
TS,65.37277929,-124.7455586,-124.5580586,TS 1168,83,3.0878549,0.07082555,marsupials
BM,62.81017117,-119.6203423,-119.4342958,BM83,84,6.8987888,0.016832096,marsupials
BMS,59.50393479,-109.0078696,-108.5354286,BMS 26.3976134228566,84,17.797656,7.24E-05,marsupials
delta,64.39046127,-120.7809225,-120.4684225,delta83,84,5.8646621,0.02822903,marsupials
DensDep,56.74200161,-109.4840032,-109.3916955,NA,84,16.94138907,0.000111024,marsupials
EB,67.32279232,-126.6455846,-126.3330846,EB83,84,0,0.529896612,marsupials
fit_bgb,58.68510076,-111.3702015,-111.184155,NA,84,15.1489296,0.000280194,marsupials
fit_env,56.75693092,-107.5138618,-107.3278153,NA,84,19.00526927,4.08E-05,marsupials
JN,66.16342996,-126.3268599,-126.1408134,NA,84,0,0.514694695,marsupials
kappa,60.89842886,-113.7968577,-113.4843577,kappa83,84,12.8487269,0.000859262,marsupials
lambda,62.81017117,-117.6203423,-117.3078423,lambda83,84,9.0252423,0.005812791,marsupials
NIG,60.77699006,-115.5539801,-115.3679336,NA,84,10.7728798,0.002356398,marsupials
OU,62.81017118,-117.6203424,-117.3078424,OU83,84,9.0252422,0.005812791,marsupials
OUMA,58.53308394,-105.0661679,-104.3995012,OUMA 12.7451178190462,84,21.9335834,9.15E-06,marsupials
OUMV,61.3165026,-110.6330052,-109.9663385,OUMV 27.3138833919422,84,16.3667461,0.000147978,marsupials
OUMVA,60.70368579,-107.4073716,-106.5113716,OUMVA 26.39833545309,84,19.821713,2.63E-05,marsupials
OUS,56.80971236,-103.6194247,-103.1469838,OUS 19.4951870934956,84,23.1861008,4.89E-06,marsupials
SRC,63.18255159,-120.3651032,-120.1776032,SRC 519,84,6.1554814,0.024408739,marsupials
TRC,67.01132753,-126.0226551,-125.7076944,TRC 523,84,0.6253902,0.387605014,marsupials
TS,58.22716202,-110.454324,-110.266824,TS 1169,84,16.0662606,0.000171968,marsupials
BM,59.10638901,-112.212778,-112.0267315,BM84,85,13.1003688,0.000761097,marsupials
BMS,62.51747172,-115.0349434,-114.5625025,BMS 26.7554579037195,85,10.5645978,0.002704429,marsupials
delta,63.29920667,-118.5984133,-118.2859133,delta84,85,6.841187,0.017402192,marsupials
DensDep,59.14905357,-114.2981071,-114.2057995,NA,85,10.92130084,0.002262656,marsupials
EB,66.23193494,-124.4638699,-124.1513699,EB84,85,0.9757304,0.326792201,marsupials
fit_bgb,61.02469084,-116.0493817,-115.8633352,NA,85,9.263765142,0.00521952,marsupials
fit_env,59.42755243,-112.8551049,-112.6690584,NA,85,12.45804195,0.001062368,marsupials
JN,60.39233129,-114.7846626,-114.5986161,NA,85,8.962302935,0.007984276,marsupials
kappa,60.92333067,-113.8466613,-113.5341613,kappa84,85,11.592939,0.001617239,marsupials
lambda,61.85633177,-115.7126635,-115.4001635,lambda84,85,9.7269368,0.004111226,marsupials
NIG,59.71315859,-113.4263172,-113.2402707,NA,85,10.32064833,0.004048318,marsupials
OU,61.85633181,-115.7126636,-115.4001636,OU84,85,9.7269367,0.004111226,marsupials
OUMA,61.50985442,-111.0197088,-110.3530422,OUMA 13.2495978572022,85,14.7740581,0.000329612,marsupials
OUMV,62.11079117,-112.2215823,-111.5549157,OUMV 32.1550114109351,85,13.5721846,0.000601155,marsupials
OUMVA,64.16832263,-114.3366453,-113.4406453,OUMVA 26.7555212014882,85,11.686455,0.001543361,marsupials
OUS,59.32080813,-108.6416163,-108.1691753,OUS 19.7321871226821,85,16.957925,0.000110607,marsupials
SRC,63.97429646,-121.9485929,-121.7610929,SRC 728,85,3.3660074,0.098907592,marsupials
TRC,66.72103046,-125.4420609,-125.1271003,TRC 448,85,0,0.532290663,marsupials
TS,61.24492584,-116.4898517,-116.3023517,TS 1170,85,8.8247486,0.006454744,marsupials
BM,60.99760536,-115.9952107,-115.8091642,BM85,86,9.5487028,0.006273324,marsupials
BMS,59.44510739,-108.8902148,-108.4177738,BMS 27.9826801161853,86,16.9400932,0.000155768,marsupials
delta,62.42689155,-116.8537831,-116.5412831,delta85,86,8.8165839,0.00904639,marsupials
DensDep,56.90176041,-109.8035208,-109.7112131,NA,86,15.64665387,0.000297402,marsupials
EB,65.52798597,-123.0559719,-122.7434719,EB85,86,2.6143951,0.201031218,marsupials
fit_bgb,58.47429161,-110.9485832,-110.7625367,NA,86,14.5953303,0.000508637,marsupials
fit_env,56.86738749,-107.734775,-107.5487285,NA,86,17.80913853,0.000102037,marsupials
JN,60.53123926,-115.0624785,-114.876432,NA,86,4.524157094,0.058895094,marsupials
kappa,59.96056575,-111.9211315,-111.6086315,kappa85,86,13.7492355,0.000768004,marsupials
lambda,60.99760536,-113.9952107,-113.6827107,lambda85,86,11.6751563,0.002166428,marsupials
NIG,59.71036669,-113.4207334,-113.2346869,NA,86,6.165902234,0.02591664,marsupials
OU,60.99760546,-113.9952109,-113.6827109,OU85,86,11.6751561,0.002166428,marsupials
OUMA,56.94768317,-101.8953663,-101.2286997,OUMA 33.0799787294482,86,24.1291673,4.28E-06,marsupials
OUMV,59.47954198,-106.959084,-106.2924173,OUMV 25.7143026325388,86,19.0654497,5.38E-05,marsupials
OUMVA,59.53659365,-105.0731873,-104.1771873,OUMVA 26.1540938137046,86,21.1806797,1.87E-05,marsupials
OUS,56.97187409,-103.9437482,-103.4713072,OUS 50.9813824242392,86,21.8865598,1.31E-05,marsupials
SRC,62.7066791,-119.4133582,-119.2258582,SRC 729,86,6.1320088,0.03462768,marsupials
TRC,66.83641384,-125.6728277,-125.357867,TRC 449,86,0,0.742971554,marsupials
TS,58.26032176,-110.5206435,-110.3331435,TS 1171,86,15.0247235,0.000405877,marsupials
BM,62.36886751,-118.737735,-118.5516885,BM86,87,6.9272151,0.014982755,marsupials
BMS,62.22055521,-114.4411104,-113.9686695,BMS 25.6300104370108,87,11.5102341,0.001514962,marsupials
delta,63.69966213,-119.3993243,-119.0868243,delta86,87,6.3920793,0.0195792,marsupials
DensDep,59.33851133,-114.6770227,-114.584715,NA,87,10.89418864,0.002061457,marsupials
EB,66.56389359,-125.1277872,-124.8152872,EB86,87,0.6636164,0.34333245,marsupials
fit_bgb,61.21743429,-116.4348686,-116.2488221,NA,87,9.230081524,0.004849916,marsupials
fit_env,59.36602337,-112.7320467,-112.5460002,NA,87,12.93290338,0.000765223,marsupials
JN,62.68238369,-119.3647674,-119.1787209,NA,87,4.381800527,0.052813768,marsupials
kappa,61.34366851,-114.687337,-114.374837,kappa86,87,11.1040666,0.001856094,marsupials
lambda,62.3688675,-116.737735,-116.425235,lambda86,87,9.0536686,0.00517414,marsupials
NIG,-4.379912027,14.75982405,14.94587057,NA,87,138.506392,3.96E-31,marsupials
OU,62.36886751,-116.737735,-116.425235,OU86,87,9.0536686,0.00517414,marsupials
OUMA,63.42431518,-114.8486304,-114.1819637,OUMA 30.8611888539001,87,11.2969399,0.001685458,marsupials
OUMV,64.16115624,-116.3223125,-115.6556458,OUMV 30.4274739859567,87,9.8232578,0.00352147,marsupials
OUMVA,63.3677714,-112.7355428,-111.8395428,OUMVA 28.4577301438445,87,13.6393608,0.000522478,marsupials
OUS,59.47706469,-108.9541294,-108.4816884,OUS 21.091151934153,87,16.9972152,9.75E-05,marsupials
SRC,64.4443459,-122.8886918,-122.7011918,SRC 730,87,2.7777118,0.119301216,marsupials
TRC,66.89693213,-125.7938643,-125.4789036,TRC 450,87,0,0.478428809,marsupials
TS,60.68078,-115.36156,-115.17406,TS 1172,87,10.3048436,0.002767891,marsupials
BM,63.19781039,-120.3956208,-120.2095743,BM87,88,5.8393093,0.041341646,marsupials
BMS,62.27085713,-114.5417143,-114.0692733,BMS 25.1382482020116,88,11.9796103,0.001918838,marsupials
delta,59.58660962,-111.1732192,-110.8607192,delta87,88,15.1881644,0.000385753,marsupials
DensDep,59.3120628,-114.6241256,-114.5318179,NA,88,11.51706568,0.002418124,marsupials
EB,60.10722107,-112.2144421,-111.9019421,EB87,88,14.1469415,0.000649245,marsupials
fit_bgb,61.60293131,-117.2058626,-117.0198161,NA,88,9.029067492,0.009091994,marsupials
fit_env,59.3401871,-112.6803742,-112.4943277,NA,88,13.55455592,0.000954835,marsupials
JN,61.37864215,-116.7572843,-116.5712378,NA,88,3.639206416,0.089963461,marsupials
kappa,63.22727724,-118.4545545,-118.1420545,kappa87,88,7.9068291,0.014703866,marsupials
lambda,63.19781041,-118.3956208,-118.0831208,lambda87,88,7.9657628,0.014276911,marsupials
NIG,59.78893565,-113.5778713,-113.3918248,NA,88,6.81861942,0.018351239,marsupials
OU,63.19781043,-118.3956209,-118.0831209,OU87,88,7.9657627,0.014276912,marsupials
OUMA,61.97025686,-111.9405137,-111.2738471,OUMA 14.5474037111006,88,14.7750365,0.000474263,marsupials
OUMV,63.98597047,-115.9719409,-115.3052743,OUMV 29.0242714694661,88,10.7436093,0.003559857,marsupials
OUMVA,63.46438687,-112.9287737,-112.0327737,OUMVA 24.2750510329702,88,14.0161099,0.000693135,marsupials
OUS,59.41461806,-108.8292361,-108.3567952,OUS 32.9999046882646,88,17.6920884,0.000110304,marsupials
SRC,64.38238718,-122.7647744,-122.5772744,SRC 823,88,3.4716092,0.135060174,marsupials
TRC,67.18192214,-126.3638443,-126.0488836,TRC 451,88,0,0.766262662,marsupials
TS,60.82948465,-115.6589693,-115.4714693,TS 1173,88,10.5774143,0.003868311,marsupials
BM,63.0705822,-120.1411644,-119.9551179,BM88,89,7.2497726,0.011946617,marsupials
BMS,65.54783034,-121.0956607,-120.6232197,BMS 25.0185466161152,89,6.5816708,0.016684815,marsupials
delta,64.37553422,-120.7510684,-120.4385684,delta88,89,6.7663221,0.015213351,marsupials
DensDep,62.05216373,-120.1043275,-120.0120198,NA,89,7.192870736,0.01229139,marsupials
EB,67.12633846,-126.2526769,-125.9401769,EB88,89,1.2647136,0.238168312,marsupials
fit_bgb,63.95160142,-121.9032028,-121.7171563,NA,89,5.487734162,0.028973742,marsupials
fit_env,62.58841764,-119.1768353,-118.9907888,NA,89,8.214101724,0.007633969,marsupials
JN,63.55931555,-121.1186311,-120.9325846,NA,89,0,0.60205856,marsupials
kappa,63.09690149,-118.193803,-117.881303,kappa88,89,9.3235875,0.004235666,marsupials
lambda,63.07058215,-118.1411643,-117.8286643,lambda88,89,9.3762262,0.004125641,marsupials
NIG,62.53090828,-119.0618166,-118.87577,NA,89,2.056814542,0.215281709,marsupials
OU,63.07058086,-118.1411617,-117.8286617,OU88,89,9.3762288,0.004125635,marsupials
OUMA,64.85327456,-117.7065491,-117.0398825,OUMA 13.7366949339876,89,10.165008,0.002781055,marsupials
OUMV,66.18975718,-120.3795144,-119.7128477,OUMV 28.8739107756547,89,7.4920428,0.010583678,marsupials
OUMVA,67.59786052,-121.195721,-120.299721,OUMVA 30.5172421101851,89,6.9051695,0.014193011,marsupials
OUS,62.16338076,-114.3267615,-113.8543206,OUS 14.6796354026938,89,13.3505699,0.000565553,marsupials
SRC,65.77635358,-125.5527072,-125.3652072,SRC 731,89,1.8396833,0.178661466,marsupials
TRC,67.75992558,-127.5198512,-127.2048905,TRC 452,89,0,0.448242515,marsupials
TS,64.23320653,-122.4664131,-122.2789131,TS 1174,89,4.9259774,0.038181294,marsupials
BM,61.23900209,-116.4780042,-116.2919577,BM89,90,6.8235058,0.016670773,marsupials
BMS,62.16908645,-114.3381729,-113.865732,BMS 26.2645866850309,90,9.2497315,0.004955729,marsupials
delta,62.38511598,-116.770232,-116.457732,delta89,90,6.6577315,0.018111448,marsupials
DensDep,59.32154771,-114.6430954,-114.5507877,NA,90,8.564675781,0.006980162,marsupials
EB,64.97653918,-121.9530784,-121.6405784,EB89,90,1.4748851,0.241765302,marsupials
fit_bgb,61.44941576,-116.8988315,-116.712785,NA,90,6.4026785,0.020898609,marsupials
fit_env,59.33489819,-112.6697964,-112.4837499,NA,90,10.63171364,0.002576122,marsupials
JN,63.28672908,-120.5734582,-120.3874116,NA,90,6329.008643,0,marsupials
kappa,61.17646411,-114.3529282,-114.0404282,kappa89,90,9.0750353,0.00540807,marsupials
lambda,61.23900209,-114.4780042,-114.1655042,lambda89,90,8.9499593,0.00575708,marsupials
NIG,59.5553653,-113.1107306,-112.9246841,NA,90,6336.471371,0,marsupials
OU,61.23900209,-114.4780042,-114.1655042,OU89,90,8.9499593,0.00575708,marsupials
OUMA,62.88944276,-113.7788855,-113.1122189,OUMA 33.3075219486396,90,10.0032446,0.003400042,marsupials
OUMV,63.73862491,-115.4772498,-114.8105832,OUMV 26.7608041881965,90,8.3048803,0.007948393,marsupials
OUMVA,63.06491875,-112.1298375,-111.2338375,OUMVA 26.078761896302,90,11.881626,0.001329226,marsupials
OUS,59.57338657,-109.1467731,-108.6743322,OUS 21.4097036128496,90,14.4411313,0.000369666,marsupials
SRC,63.5380203,-121.0760406,-120.8885406,SRC 113,90,2.2269229,0.165993483,marsupials
TRC,65.71521209,-123.4304242,-123.1154635,TRC 453,90,0,0.505430216,marsupials
TS,60.74091454,-115.4818291,-115.2943291,TS 1175,90,7.8211344,0.010123331,marsupials
BM,60.73442745,-115.4688549,-115.2828084,BM90,91,9.4717011,0.006804921,marsupials
BMS,59.10641591,-108.2128318,-107.7403909,BMS 28.0683473678072,91,17.0141186,0.000156678,marsupials
delta,62.13454956,-116.2690991,-115.9565991,delta90,91,8.7979104,0.009530921,marsupials
DensDep,56.7295557,-109.4591114,-109.3668037,NA,91,15.3877058,0.000353329,marsupials
EB,65.01577594,-122.0315519,-121.7190519,EB90,91,3.0354576,0.16999479,marsupials
fit_bgb,58.36810796,-110.7362159,-110.5501694,NA,91,14.20434009,0.000646003,marsupials
fit_env,56.68419268,-107.3683854,-107.1823389,NA,91,17.57217065,0.000120005,marsupials
JN,61.59413413,-117.1882683,-117.0022217,NA,91,0,0.687370483,marsupials
kappa,59.59203014,-111.1840603,-110.8715603,kappa90,91,13.8829492,0.000749778,marsupials
lambda,60.73442744,-113.4688549,-113.1563549,lambda90,91,11.5981546,0.002350009,marsupials
NIG,59.29997324,-112.5999465,-112.4139,NA,91,4.58832178,0.069318549,marsupials
OU,60.73442746,-113.4688549,-113.1563549,OU90,91,11.5981546,0.002350009,marsupials
OUMA,59.92068206,-107.8413641,-107.1746974,OUMA 33.5103752915146,91,17.5798121,0.000118078,marsupials
OUMV,60.97645857,-109.9529171,-109.2862505,OUMV 28.8216443490956,91,15.468259,0.000339381,marsupials
OUMVA,61.52292193,-109.0458439,-108.1498439,OUMVA 30.4328372309997,91,16.6046656,0.000192274,marsupials
OUS,56.9776859,-103.9553718,-103.4829309,OUS 47.3161278167591,91,21.2715786,1.86E-05,marsupials
SRC,62.25663667,-118.5132733,-118.3257733,SRC 65,91,6.4287362,0.03115979,marsupials
TRC,66.53473507,-125.0694701,-124.7545095,TRC 454,91,0,0.775491167,marsupials
TS,57.87649248,-109.752985,-109.565485,TS 1176,91,15.1890245,0.000390231,marsupials
BM,62.28278682,-118.5655736,-118.3795271,BM91,92,6.5560491,0.024939024,marsupials
BMS,63.38093167,-116.7618633,-116.2894224,BMS 28.1737191957594,92,8.6461538,0.008770392,marsupials
delta,-1.00E+200,2.00E+200,2.00E+200,delta91,92,2.00E+200,0,marsupials
DensDep,60.41102144,-116.8220429,-116.7297352,NA,92,8.205841014,0.01093029,marsupials
EB,61.59946949,-115.198939,-114.886439,EB91,92,10.0491372,0.004348756,marsupials
fit_bgb,62.23384341,-118.4676868,-118.2816403,NA,92,6.653935897,0.024522815,marsupials
fit_env,60.70005362,-115.4001072,-115.2140607,NA,92,9.721515481,0.005422965,marsupials
JN,59.59965006,-113.1993001,-113.0132536,NA,92,12.76787468,0.001189064,marsupials
kappa,62.38503705,-116.7700741,-116.4575741,kappa91,92,8.4780021,0.009539655,marsupials
lambda,62.28278697,-116.5655739,-116.2530739,lambda91,92,8.6825023,0.008612436,marsupials
NIG,60.53473067,-115.0694613,-114.8834148,NA,92,10.89771348,0.003029044,marsupials
OU,62.28278699,-116.565574,-116.253074,OU91,92,8.6825022,0.008612437,marsupials
OUMA,64.20807943,-116.4161589,-115.7494922,OUMA 33.9469153950157,92,9.186084,0.006695371,marsupials
OUMV,64.4234354,-116.8468708,-116.1802041,OUMV 28.1737633934191,92,8.7553721,0.008304291,marsupials
OUMVA,64.75287492,-115.5057498,-114.6097498,OUMVA 28.1737502160607,92,10.3258264,0.00378689,marsupials
OUS,60.52352588,-111.0470518,-110.5746108,OUS 50.8435107527583,92,14.3609654,0.000503574,marsupials
SRC,64.4557356,-122.9114712,-122.7239712,SRC 520,92,2.211605,0.218908945,marsupials
TRC,66.62526841,-125.2505368,-124.9355762,TRC 455,92,0,0.661465856,marsupials
TS,62.26909758,-118.5381952,-118.3506952,TS 1177,92,6.584881,0.024582084,marsupials
BM,60.34588509,-114.6917702,-114.5057237,BM92,93,8.2934418,0.009724449,marsupials
BMS,60.24625517,-110.4925103,-110.0200694,BMS 28.423197470693,93,12.7790961,0.001032328,marsupials
delta,61.83017366,-115.6603473,-115.3478473,delta92,93,7.4513182,0.014815961,marsupials
DensDep,57.54168649,-111.083373,-110.9910653,NA,93,11.80810021,0.001677516,marsupials
EB,64.77405511,-121.5481102,-121.2356102,EB92,93,1.5635553,0.281346357,marsupials
fit_bgb,59.22561074,-112.4512215,-112.265175,NA,93,10.53399054,0.003221481,marsupials
fit_env,57.63559238,-109.2711848,-109.0851383,NA,93,13.71402724,0.000659054,marsupials
JN,60.29025665,-114.5805133,-114.3944668,NA,93,13.05260651,0.000947211,marsupials
kappa,59.66438081,-111.3287616,-111.0162616,kappa92,93,11.7829039,0.001698783,marsupials
lambda,60.34588509,-112.6917702,-112.3792702,lambda92,93,10.4198953,0.003358238,marsupials
NIG,59.97242056,-113.9448411,-113.7587946,NA,93,13.6882787,0.000689306,marsupials
OU,60.3458851,-112.6917702,-112.3792702,OU92,93,10.4198953,0.003358238,marsupials
OUMA,61.07228125,-110.1445625,-109.4778958,OUMA 34.1192225708362,93,13.3212697,0.000787202,marsupials
OUMV,61.6624425,-111.324885,-110.6582183,OUMV 30.9454175891826,93,12.1409472,0.001420332,marsupials
OUMVA,62.10316536,-110.2063307,-109.3103307,OUMVA 28.4233418749334,93,13.4888348,0.000723935,marsupials
OUS,58.43105328,-106.8621066,-106.3896656,OUS 42.8899481540894,93,16.4094999,0.000168068,marsupials
SRC,62.19817185,-118.3963437,-118.2088437,SRC 732,93,4.5903218,0.061942296,marsupials
TRC,65.55706305,-123.1141261,-122.7991655,TRC 456,93,0,0.614841277,marsupials
TS,59.20498863,-112.4099773,-112.2224773,TS 1178,93,10.5766882,0.00310502,marsupials
BM,61.2539865,-116.507973,-116.3219265,BM93,94,7.6522344,0.019445474,marsupials
BMS,61.71876997,-113.4375399,-112.965099,BMS 4.2240338806839,94,11.0090619,0.003629884,marsupials
delta,62.92340461,-117.8468092,-117.5343092,delta93,94,6.4398517,0.035652015,marsupials
DensDep,-70.31828912,144.6365782,144.7288859,NA,94,268.7030468,4.00E-59,marsupials
EB,66.14333044,-124.2866609,-123.9741609,EB93,94,0,0.892236763,marsupials
fit_bgb,-86.96826317,179.9365263,180.1225729,NA,94,304.0967338,8.63E-67,marsupials
fit_env,-26.04382313,58.08764625,58.27369276,NA,94,182.2478537,2.48E-40,marsupials
JN,55.40722462,-104.8144492,-104.6284027,NA,94,15.92594117,0.000179648,marsupials
kappa,61.25398624,-114.5079725,-114.1954725,kappa93,94,9.7786884,0.006715292,marsupials
lambda,61.25398654,-114.5079731,-114.1954731,lambda93,94,9.7786878,0.006715294,marsupials
NIG,60.9090478,-115.8180956,-115.6320491,NA,94,4.922294807,0.044038546,marsupials
OU,61.25398663,-114.5079733,-114.1954733,OU93,94,9.7786876,0.006715295,marsupials
OUMA,-31.99284033,75.98568065,76.65234732,OUMA 11.533196739181,94,200.6265082,2.43E-44,marsupials
OUMV,-10.83965196,33.67930392,34.34597059,OUMV 34.6211983067019,94,158.3201315,3.73E-35,marsupials
OUMVA,-11.82296541,37.64593082,38.54193082,OUMVA 38.2066342951637,94,162.5160917,4.58E-36,marsupials
OUS,-46.89190688,103.7838138,104.2562547,OUS 22.4502900342297,94,228.2304156,2.46E-50,marsupials
SRC,-12.39229556,30.78459112,30.97209112,SRC 114,94,154.946252,2.02E-34,marsupials
TRC,62.71432416,-117.4286483,-117.1136877,TRC 457,94,6.8604732,0.028889983,marsupials
TS,-35.99113299,77.98226599,78.16976599,TS 312,94,202.1439269,1.14E-44,marsupials
BM,61.8079211,-117.6158422,-117.4297957,BM94,95,6.4510422,0.019949805,marsupials
BMS,48.04231983,-86.08463967,-85.61219873,BMS 27.3243069033034,95,38.26863917,2.46E-09,marsupials
delta,46.85441773,-85.70883547,-85.39633547,delta94,95,38.48450243,2.21E-09,marsupials
DensDep,48.36000685,-92.7200137,-92.627706,NA,95,31.2531319,8.21E-08,marsupials
EB,66.01766246,-124.0353249,-123.7228249,EB94,95,0.158013,0.463930125,marsupials
fit_bgb,48.1310742,-90.26214839,-90.07610188,NA,95,33.80473602,2.37E-08,marsupials
fit_env,47.96753898,-89.93507796,-89.74903145,NA,95,34.13180645,2.01E-08,marsupials
JN,59.33129591,-112.6625918,-112.4765453,NA,95,4.785260898,0.047287132,marsupials
kappa,58.44763444,-108.8952689,-108.5827689,kappa94,95,15.298069,0.000239239,marsupials
lambda,61.80792107,-115.6158421,-115.3033421,lambda94,95,8.5774958,0.006889459,marsupials
NIG,59.17614898,-112.352298,-112.1662514,NA,95,5.095554751,0.040491468,marsupials
OU,61.8079211,-115.6158422,-115.3033422,OU94,95,8.5774957,0.006889459,marsupials
